image_id,text,x1,y1,x2,y2,candidate_type
X51005442361,SLAB,401,699,431,714,REVIEW
X51005442361,1,365,719,372,734,REVIEW
X51005442361,APPLE - 350ML,401,718,500,736,REVIEW
X51005442361,SR,660,713,676,728,REVIEW
X51005442361,13.90,694,712,731,727,REVIEW
X51005442361,1,365,740,372,755,REVIEW
X51005442361,SOUR APPLE MOJITO,401,737,532,755,REVIEW
X51005442361,SR,660,734,675,747,REVIEW
X51005442361,18.90,695,733,732,746,REVIEW
X51005442361,1,366,759,372,773,REVIEW
X51005442361,BERRY EASY,401,756,478,773,REVIEW
X51005442361,SR,661,752,675,766,REVIEW
X51005442361,18.90,695,751,731,766,REVIEW
X51005442361,1,365,777,373,792,REVIEW
X51005442361,AUST RIB-EYE STEAK,400,774,541,791,REVIEW
X51005442361,SR,661,772,676,786,REVIEW
X51005442361,74.90,692,769,732,785,REVIEW
X51005442361,1,365,795,373,811,REVIEW
X51005442361,FRUITY GARDEN SALAD,401,793,548,811,REVIEW
X51005442361,SR,660,791,676,806,REVIEW
X51005442361,21.90,693,789,731,804,REVIEW
X51005442361,2,363,814,374,829,REVIEW
X51005442361,HH ASAHI 1+1/2,401,813,510,830,REVIEW
X51005442361,SR,661,809,676,824,REVIEW
X51005442361,77.80,693,808,732,823,REVIEW
X51005442361,SUB-TOTAL :,473,849,547,865,REVIEW
X51005442361,593.10,686,846,733,861,REVIEW
X51005442361,(INCLUSIVE) GST 6%,414,870,550,888,REVIEW
X51005442361,33.57,695,865,732,881,REVIEW
X51005442361,TOTAL :,496,888,550,903,REVIEW
X51005442361,19:32:35,367,910,429,925,REVIEW
X51005442361,TOTAL:,483,910,549,932,REVIEW
X51005442361,593.10,659,905,731,930,REVIEW
X51005442361,GST SUMM,367,997,430,1013,REVIEW
X51005442361,AMT (RM),581,994,641,1010,REVIEW
X51005442361,TAX(RM),680,992,732,1008,REVIEW
X51005442361,SR=,366,1019,391,1032,REVIEW
X51005442361,6%,436,1016,451,1031,REVIEW
X51005442361,559.53,597,1013,642,1027,REVIEW
X51005442361,33.57,695,1011,733,1025,REVIEW
X51005442361,OS=,367,1038,390,1051,REVIEW
X51005442361,0%,436,1036,451,1050,REVIEW
X51005442361,0.00,612,1031,642,1046,REVIEW
X51005442361,0,725,1030,734,1044,REVIEW
X51005568899,MR. D.I.Y. SDN BHD,253,342,630,381,REVIEW
X51005568899,(CO.REG :704427-T),227,381,623,424,REVIEW
X51005568899,LOT 1851-A & 1851-B,84,425,773,470,REVIEW
X51005568899,KWANSAN PERINDUSTRIAN BLANKONG,110,472,751,511,REVIEW
X51005568899,43300 SERI KEMBANGAN,130,515,750,552,REVIEW
X51005568899,(GST ID NO :001092886528),171,555,686,598,PHONE
X51005568899,(CHERAS LEISURE MALL),208,598,645,639,REVIEW
X51005568899,-TAX INVOICE-,297,643,570,684,REVIEW
X51005568899,CLOTH PEG E-140,28,726,338,763,REVIEW
X51005568899,*S,815,730,854,767,REVIEW
X51005568899,WA36 - 6/60,28,771,258,806,REVIEW
X51005568899,9555112901406,30,810,303,853,PHONE
X51005568899,1,483,814,505,851,REVIEW
X51005568899,X,524,817,544,852,REVIEW
X51005568899,5.90,585,815,669,850,REVIEW
X51005568899,5.90,726,815,811,847,REVIEW
X51005568899,ITEM(S) : 1,24,892,254,937,REVIEW
X51005568899,QTY(S) : 1,643,899,853,942,REVIEW
X51005568899,TOTAL INCL. GST@6%,30,981,402,1024,REVIEW
X51005568899,RM 5.90,710,981,853,1020,REVIEW
X51005568899,CASH,24,1024,117,1059,REVIEW
X51005568899,RM 5.90,708,1025,862,1068,REVIEW
X51005568899,GST SUMMARY,26,1111,260,1150,REVIEW
X51005568899,AMT(RM),396,1109,541,1148,REVIEW
X51005568899,TAX(RM),607,1111,746,1150,REVIEW
X51005568899,GST S@6%,26,1152,195,1187,REVIEW
X51005568899,5.57,463,1154,547,1191,REVIEW
X51005568899,0.33,667,1155,751,1192,REVIEW
X51005568899,18-10-17 15:16 SH01 ZT09,30,1280,524,1317,PHONE
X51005568899,T3 R000000163,585,1280,854,1321,PHONE
X51005568899,OPERATOR GCHT - NOR MASLIZA,30,1323,585,1364,REVIEW
X51005568899,EXCHANGE ARE ALLOWED WITHIN,149,1406,710,1443,REVIEW
X51005568899,7 DAY WITH RECEIPT,230,1447,646,1484,REVIEW
X51005568899,STRICTLY NO CASH REFUND.,191,1492,689,1529,REVIEW
X51005568900,MR. D.I.Y. SDN BHD,268,342,642,378,REVIEW
X51005568900,(CO.REG :704427-T),247,387,648,419,REVIEW
X51005568900,LOT 1851-A & 1851-B,108,425,786,465,REVIEW
X51005568900,KWANSAN PERINDUSTRIAN BLANKONG,129,469,763,507,REVIEW
X51005568900,43300 SERI KEMBANGAN,146,511,769,553,REVIEW
X51005568900,(GST ID NO :001092886528),188,555,705,595,PHONE
X51005568900,(CHERAS LEISURE MALL),232,596,671,634,REVIEW
X51005568900,-TAX INVOICE-,312,644,584,676,REVIEW
X51005568900,PADLOCK ST-P6150 50MM,40,727,477,761,REVIEW
X51005568900,*S,830,729,876,767,REVIEW
X51005568900,0Z02 - 12/48,42,769,295,805,REVIEW
X51005568900,6942131561507,44,807,312,853,PHONE
X51005568900,1,500,811,521,851,REVIEW
X51005568900,X,538,813,565,845,REVIEW
X51005568900,9.90,604,815,689,849,REVIEW
X51005568900,9.90,746,815,830,849,REVIEW
X51005568900,ITEM(S) : 1,44,895,272,935,REVIEW
X51005568900,QTY(S) : 1,665,898,870,936,REVIEW
X51005568900,TOTAL INCL. GST@6%,44,978,428,1022,REVIEW
X51005568900,RM 9.90,718,982,872,1018,REVIEW
X51005568900,CASH,42,1026,129,1058,REVIEW
X51005568900,RM 10.00,703,1026,874,1064,REVIEW
X51005568900,CHANGE,46,1067,168,1101,REVIEW
X51005568900,RM 0.10,722,1066,872,1104,REVIEW
X51005568900,GST SUMMARY,40,1153,277,1185,REVIEW
X51005568900,AMT(RM),410,1151,562,1187,REVIEW
X51005568900,TAX(RM),623,1155,764,1191,REVIEW
X51005568900,GST S@6%,38,1191,220,1233,REVIEW
X51005568900,9.34,475,1191,560,1233,REVIEW
X51005568900,0.56,684,1195,768,1235,REVIEW
X51005568900,28-12-17 18:52 SH01 ZT09,46,1318,540,1354,PHONE
X51005568900,T1 R000020832,602,1318,870,1360,PHONE
X51005568900,OPERATOR TRAINEE CASHIER,46,1364,542,1402,REVIEW
X51005568900,EXCHANGE ARE ALLOWED WITHIN,165,1447,727,1485,REVIEW
X51005568900,7 DAY WITH RECEIPT,251,1491,661,1523,REVIEW
X51005568900,STRICTLY NO CASH REFUND.,205,1531,703,1567,REVIEW
X51005711445,RESTORAN WAN SHENG,230,264,560,310,REVIEW
X51005711445,002043319-W,282,314,494,346,PHONE
X51005711445,NO.2,147,351,645,397,REVIEW
X51005711445,SEKSYEN 9,99,393,703,435,REVIEW
X51005711445,43200 CHERAS,183,437,592,477,REVIEW
X51005711445,GST REG NO: 001335787520,171,482,624,520,PHONE
X51005711445,TAX INVOICE,169,564,578,612,REVIEW
X51005711445,INV NO.: 1040841,34,649,328,689,REVIEW
X51005711445,CASHIER: THANDAR,351,647,647,697,REVIEW
X51005711445,DATE,39,698,114,737,REVIEW
X51005711445,: 12-03-2018 10:13:04,168,695,552,743,PHONE
X51005711445,DESCRIPTION,34,782,239,822,REVIEW
X51005711445,QTY,306,784,362,824,REVIEW
X51005711445,U.PRICE,429,778,560,820,REVIEW
X51005711445,TOTAL,586,774,681,822,REVIEW
X51005711445,TAX,687,780,764,818,REVIEW
X51005711445,CHAM (B),34,856,181,904,REVIEW
X51005711445,2 X,276,905,344,951,REVIEW
X51005711445,2.20,433,901,528,957,REVIEW
X51005711445,4.40,596,903,683,953,REVIEW
X51005711445,SR,705,901,757,953,REVIEW
X51005711445,ROTI STEAM,32,949,219,991,REVIEW
X51005711445,2 X,280,989,344,1039,REVIEW
X51005711445,1.10,445,987,532,1039,REVIEW
X51005711445,2.20,596,989,677,1037,REVIEW
X51005711445,SR,713,987,751,1031,REVIEW
X51005711445,KATE AWAY,40,1030,207,1076,REVIEW
X51005711445,2 X,280,1074,346,1118,REVIEW
X51005711445,0.20,443,1078,530,1120,REVIEW
X51005711445,0.40,604,1076,679,1120,REVIEW
X51005711445,SR,707,1076,751,1112,REVIEW
X51005711445,TATAL QTY:6,36,1160,266,1200,REVIEW
X51005711445,TOTAL (EXCLUDING GST):,34,1203,431,1243,REVIEW
X51005711445,6.62,669,1201,750,1243,REVIEW
X51005711445,GST PAYABLE (6%):,38,1243,350,1287,REVIEW
X51005711445,0.38,671,1249,762,1287,REVIEW
X51005711445,TOTAL (INCLUSIVE OF GST):,38,1287,479,1333,REVIEW
X51005711445,7.00,667,1289,762,1327,REVIEW
X51005711445,TOTAL:,38,1328,243,1374,REVIEW
X51005711445,7.00,604,1330,747,1376,REVIEW
X51005711445,CASH :,34,1410,155,1460,REVIEW
X51005711445,7.00,671,1414,754,1458,REVIEW
X51005711445,GST SUMMARY,42,1541,237,1583,REVIEW
X51005711445,AMOUNT (RM),393,1543,570,1581,REVIEW
X51005711445,TAX (RM),616,1539,753,1579,REVIEW
X51005711445,SR,40,1586,82,1626,REVIEW
X51005711445,(@ 6%),220,1582,323,1626,REVIEW
X51005711445,6.62,498,1586,573,1626,REVIEW
X51005711445,0.38,671,1588,754,1624,REVIEW
X51005711451,RESTORAN WAN SHENG,241,264,574,304,REVIEW
X51005711451,002043319-W,299,312,494,345,PHONE
X51005711451,NO.2,151,349,651,393,REVIEW
X51005711451,SEKSYEN 9,115,395,707,437,REVIEW
X51005711451,43200 CHERAS,207,441,596,479,REVIEW
X51005711451,GST REG NO: 001335787520,188,481,619,515,PHONE
X51005711451,TAX INVOICE,192,565,583,609,REVIEW
X51005711451,INV NO.: 1030720,44,649,335,687,REVIEW
X51005711451,CASHIER: NICOLE,364,647,636,693,REVIEW
X51005711451,DATE,44,694,122,738,REVIEW
X51005711451,: 05-03-2018 19:02:50,171,691,549,738,PHONE
X51005711451,DESCRIPTION,42,778,243,824,REVIEW
X51005711451,QTY,316,774,372,822,REVIEW
X51005711451,U.PRICE,433,776,571,818,REVIEW
X51005711451,TOTAL,594,775,684,817,REVIEW
X51005711451,TAX,703,776,757,816,REVIEW
X51005711451,MILO (B),40,860,197,904,REVIEW
X51005711451,2 X,293,900,352,942,REVIEW
X51005711451,2.80,452,900,527,938,REVIEW
X51005711451,5.60,613,904,690,948,REVIEW
X51005711451,SR,722,900,755,946,REVIEW
X51005711451,TAKE AWAY,42,944,209,988,REVIEW
X51005711451,2 X,293,988,354,1026,REVIEW
X51005711451,0.20,450,986,532,1026,REVIEW
X51005711451,0.40,609,983,691,1023,REVIEW
X51005711451,SR,718,990,762,1034,REVIEW
X51005711451,TOTAL QTY:4,48,1071,270,1109,REVIEW
X51005711451,TOTAL (EXCLUDING GST):,40,1115,444,1155,REVIEW
X51005711451,5.66,672,1109,760,1155,REVIEW
X51005711451,GST PAYABLE (6%):,48,1155,356,1197,REVIEW
X51005711451,0.34,680,1161,757,1195,REVIEW
X51005711451,TOTAL (INCLUSIVE OF GST):,40,1199,494,1243,REVIEW
X51005711451,6.00,680,1201,759,1235,REVIEW
X51005711451,TOTAL:,46,1243,255,1283,REVIEW
X51005711451,6.00,613,1245,749,1281,REVIEW
X51005711451,CASH:,48,1322,157,1368,REVIEW
X51005711451,6.00,684,1327,749,1365,REVIEW
X51005711451,GST SUMMARY,42,1454,249,1494,REVIEW
X51005711451,AMOUNT (RM),396,1459,572,1492,REVIEW
X51005711451,TAX (RM),630,1448,754,1492,REVIEW
X51005711451,SR,44,1496,96,1534,REVIEW
X51005711451,(@ 6%),220,1496,329,1538,REVIEW
X51005711451,5.66,508,1496,585,1534,REVIEW
X51005711451,0.34,682,1498,757,1534,REVIEW
X51005715010,3-1708032,205,31,460,79,PHONE
X51005715010,WATSONS,156,135,477,180,REVIEW
X51005715010,WATSON'S PERSONAL CARE STORES SDN BHD,71,205,516,233,REVIEW
X51005715010,COMPANY REG NO.: 28982V,148,233,440,260,REVIEW
X51005715010,GST REG NO. 000947339264,149,259,445,290,PHONE
X51005715010,USJ SUMMIT,155,285,446,317,REVIEW
X51005715010,22241 WS CUT SCUSSORS,53,340,333,365,REVIEW
X51005715010,18.00,427,341,494,366,REVIEW
X51005715010,S,505,336,529,369,REVIEW
X51005715010,64542 QVS TEMPO TWEEZER,61,365,352,390,REVIEW
X51005715010,17.90,429,365,488,393,REVIEW
X51005715010,S,508,369,529,393,REVIEW
X51005715010,21434 WS BABY WIPES FRAG,60,396,367,420,REVIEW
X51005715010,7.90,431,391,491,419,REVIEW
X51005715010,S,506,391,531,418,REVIEW
X51005715010,PWP LESS 30% MAR 18,93,417,320,445,REVIEW
X51005715010,-2.37,428,423,496,446,REVIEW
X51005715010,95448 WATSONS BASKET,53,444,312,472,REVIEW
X51005715010,0.00,440,447,487,472,REVIEW
X51005715010,Z,501,439,528,475,REVIEW
X51005715010,SUBTOTAL (QTY 4),109,496,329,525,REVIEW
X51005715010,RM41.43,403,497,495,526,REVIEW
X51005715010,ROUNDING,108,525,208,554,REVIEW
X51005715010,SUBTOTAL (QTY 4),107,577,326,608,REVIEW
X51005715010,RM41.45,400,576,495,604,REVIEW
X51005715010,CASH,101,605,165,632,REVIEW
X51005715010,RM51.50,403,606,496,633,REVIEW
X51005715010,CHANGE CASH,104,632,247,665,REVIEW
X51005715010,RN10.05,401,633,486,660,REVIEW
X51005715010,GST SUMMARY,225,712,360,739,REVIEW
X51005715010,RATE,52,744,111,771,REVIEW
X51005715010,NET(RM),195,742,280,766,REVIEW
X51005715010,GST(RM),307,740,392,769,REVIEW
X51005715010,TOTAL(RM),428,737,541,770,REVIEW
X51005715010,S,59,769,80,794,REVIEW
X51005715010,6.00%,97,768,161,793,REVIEW
X51005715010,39.09,188,768,251,791,REVIEW
X51005715010,2.34,309,766,356,791,REVIEW
X51005715010,41.43,424,764,493,789,REVIEW
X51005715010,STATEMENT,247,896,359,927,REVIEW
X51005715010,LOYALTY ACC.NUMBER,68,946,291,983,REVIEW
X51005715010,9926016**,368,950,483,977,REVIEW
X51005715010,DESCRIPTION,73,981,213,1008,REVIEW
X51005715010,TOTAL POINTS,370,980,513,1005,REVIEW
X51005715010,OPENING BALANCE,68,1009,261,1037,REVIEW
X51005715010,2264,437,1006,488,1031,REVIEW
X51005715010,EARNED POINTS,73,1032,230,1059,REVIEW
X51005715010,43,457,1033,500,1057,REVIEW
X51005715010,CLOSING BALANCE,72,1061,260,1089,REVIEW
X51005715010,2307,437,1058,486,1083,REVIEW
X51005715010,00440010036,62,1191,193,1217,PHONE
X51005715010,25032018,207,1192,299,1215,REVIEW
X51005715010,13:11:54,315,1190,406,1216,REVIEW
X51005715010,0003,415,1191,466,1216,REVIEW
X51005715010,IKA,479,1189,510,1220,REVIEW
X51005715010,RM0.02,415,527,487,554,REVIEW
X51005719912,GUARDIAN HEALTH AND BEAUTY SDN BHD,53,424,671,467,REVIEW
X51005719912,GUARDIAN GIANT BREM MALL,51,462,489,505,REVIEW
X51005719912,G-19 LEVEL G,50,507,274,552,REVIEW
X51005719912,BREM MALL,51,556,222,603,REVIEW
X51005719912,TEL:03-62584088,51,607,327,652,PHONE
X51005719912,COMPANY REG #1101083-T,51,661,457,705,REVIEW
X51005719912,GST REG #000899874816,51,708,440,755,PHONE
X51005719912,RM,595,809,635,860,REVIEW
X51005719912,121095079 GDN MC H/W ENC ROM,56,863,560,904,PHONE
X51005719912,121095079 GDN MC H/W ENC ROM,52,911,564,958,PHONE
X51005719912,121095081 GDN MC H/W N/DREAM,55,964,561,1010,PHONE
X51005719912,121095081 GDN MC H/W N/DREAM,52,1015,562,1063,PHONE
X51005719912,P3 KDP G HW 4@12,52,1065,351,1111,REVIEW
X51005719912,SUBTOTAL,125,1116,272,1160,REVIEW
X51005719912,5.90,645,863,722,908,REVIEW
X51005719912,5.90,648,914,725,959,REVIEW
X51005719912,5.90,646,965,727,1013,REVIEW
X51005719912,5.90,646,1015,724,1063,REVIEW
X51005719912,11.60-,634,1069,744,1113,REVIEW
X51005719912,12.00,633,1121,725,1163,REVIEW
X51005719912,S,755,864,780,908,REVIEW
X51005719912,S,756,916,780,959,REVIEW
X51005719912,S,755,965,779,1009,REVIEW
X51005719912,S,755,1020,778,1060,REVIEW
X51005719912,TOTAL (GST INCL),52,1215,346,1261,REVIEW
X51005719912,CASH,53,1264,130,1312,REVIEW
X51005719912,12.00,629,1218,727,1262,REVIEW
X51005719912,12.00,631,1269,725,1311,REVIEW
X51005719912,YOUR SAVINGS FOR TODAY,51,1367,455,1412,REVIEW
X51005719912,11.60,634,1368,726,1414,REVIEW
X51005719912,GST,49,1417,112,1459,REVIEW
X51005719912,S,49,1469,76,1510,REVIEW
X51005719912,RATE,158,1417,239,1466,REVIEW
X51005719912,6%,178,1466,219,1510,REVIEW
X51005719912,GST EXCL,344,1417,488,1464,REVIEW
X51005719912,11.32,380,1468,473,1512,REVIEW
X51005719912,GST AMT,558,1417,689,1465,REVIEW
X51005719912,0.68,559,1470,633,1515,REVIEW
X51005719912,THANK YOU FOR SHOPPING,214,1567,616,1615,REVIEW
X51005719912,AT GUARDIAN,299,1619,509,1664,REVIEW
X51005719912,ALL AMOUNTS ARE IN RM,215,1665,598,1714,REVIEW
X51005719912,GOODS SOLD ARE NON-REFUNDABLE.,143,1719,686,1766,REVIEW
X51005719912,DISPENSED MEDICINES SOLD ARE,163,1769,670,1814,REVIEW
X51005719912,NOT RETURNABLE.,268,1819,542,1866,REVIEW
X51005719912,ALL EXCHANGES AND RETURNS INCLUDING,88,1870,724,1917,REVIEW
X51005719912,GUARDIAN BRAND PRODUCTS MUST BE MADE,87,1917,744,1966,REVIEW
X51005719912,WITHIN 7DAYS WITH ORIGINAL RECEIPTS AND,52,1968,761,2018,REVIEW
X51005719912,PRODUCT IN ORIGINAL CONDITION.,141,2019,688,2066,REVIEW
X51005719912,ST:0 CTR1 ID:9658 TAXINV:41336,139,2070,689,2117,REVIEW
X51005719912,16:14,253,2117,348,2162,REVIEW
X51005719912,04/03/18,432,2118,581,2167,DATE
X51006008095,BOON SENG PAPER SDN BHD (1248717-W),94,150,650,181,REVIEW
X51006008095,12,184,178,561,209,REVIEW
X51006008095,2/16 SEKSYEN 2,254,211,480,240,REVIEW
X51006008095,40000 SHAH ALAM,171,239,575,269,REVIEW
X51006008095,TEL : 03-5519 0823,127,302,361,335,PHONE
X51006008095,FAX : 03-5519 0823,380,303,617,336,PHONE
X51006008095,GST ID : 001005957120,203,363,544,395,PHONE
X51006008095,TAX INVOICE,288,408,457,438,REVIEW
X51006008095,NO. : CS180319-0015,416,451,644,482,PHONE
X51006008095,QTY,444,502,489,535,REVIEW
X51006008095,RM,564,499,614,528,REVIEW
X51006008095,TAX,625,500,675,528,REVIEW
X51006008095,TAPE @ 2.50,65,549,239,581,REVIEW
X51006008095,12,438,550,475,578,REVIEW
X51006008095,30.00,542,548,613,578,REVIEW
X51006008095,SR,633,551,670,570,REVIEW
X51006008095,TOTAL AMT INCL. GST @ 6%:,81,610,424,643,REVIEW
X51006008095,ROUNDING ADJUSTMENT:,147,649,423,684,REVIEW
X51006008095,TOTAL AMT PAYABLE:,178,688,423,724,REVIEW
X51006008095,PAID AMOUNT:,247,729,425,758,REVIEW
X51006008095,CHANGE:,309,772,423,803,REVIEW
X51006008095,TOTAL QTY TENDER:,194,808,421,844,REVIEW
X51006008095,DEPOSIT:,303,856,419,889,REVIEW
X51006008095,31.80,540,609,615,639,REVIEW
X51006008095,0.00,556,654,615,682,REVIEW
X51006008095,31.80,541,690,616,719,REVIEW
X51006008095,31.80,540,733,616,762,REVIEW
X51006008095,0.00,557,771,614,800,REVIEW
X51006008095,12,581,813,619,846,REVIEW
X51006008095,GST SUMMARY,91,930,275,962,REVIEW
X51006008095,SR @ 6%,94,1000,214,1027,REVIEW
X51006008095,TOTAL,93,1035,157,1065,REVIEW
X51006008095,AMOUNT,339,932,438,959,REVIEW
X51006008095,(RM),372,962,438,992,REVIEW
X51006008095,30.00,366,1000,436,1025,REVIEW
X51006008095,30.00,368,1035,437,1062,REVIEW
X51006008095,TAX,561,932,610,960,REVIEW
X51006008095,(RM),544,963,609,994,REVIEW
X51006008095,1.80,553,1000,610,1025,REVIEW
X51006008095,1.80,555,1037,609,1062,REVIEW
X51006008095,THANK YOU,313,1139,479,1169,REVIEW
X51006008095,GOODS SOLD ARE NOT RETURNABLE,211,1180,576,1208,REVIEW
X51006008095,19/03/2018 1:01:43 PM,259,1213,534,1241,DATE
X51006387813,TOKYO KITCHEN (CITTA MALL),132,241,498,271,REVIEW
X51006387813,TOKYO KITCHEN SDN BHD,174,277,469,306,REVIEW
X51006387813,(945402-P),242,313,386,341,REVIEW
X51006387813,G-26,115,347,498,377,REVIEW
X51006387813,NO 1,200,380,424,409,REVIEW
X51006387813,1A/4B,93,414,525,446,REVIEW
X51006387813,47301 PETALING JAYA.,173,452,453,479,REVIEW
X51006387813,SELANGOR.,253,486,381,512,REVIEW
X51006387813,GST REG. NO : 002007515136,130,520,498,549,PHONE
X51006387813,TAX INVOICE,145,587,455,620,REVIEW
X51006387813,TABLE D2,29,658,256,712,REVIEW
X51006387813,POSTED,423,636,649,696,REVIEW
X51006387813,ORDER#. 149308,30,714,230,741,REVIEW
X51006387813,BILL#: V007- 147795,30,746,301,776,PHONE
X51006387813,PAX(S): 4,411,747,541,777,REVIEW
X51006387813,DATE,30,783,89,813,REVIEW
X51006387813,: 23-04-2017 21:04:28,130,783,426,811,PHONE
X51006387813,POWERED BY WWW.MYSIS.COM.MY,115,2405,498,2435,REVIEW
X51006387813,CASHIER: JIMIE,29,817,230,846,REVIEW
X51006387813,DESCRIPTION,29,886,189,919,REVIEW
X51006387813,QTY,240,886,287,919,REVIEW
X51006387813,U.PRICE,340,885,440,917,REVIEW
X51006387813,TOTAL,468,884,538,916,REVIEW
X51006387813,TAX,553,885,597,914,REVIEW
X51006387813,SALMON TERIYAKI WAZEN,32,956,331,987,REVIEW
X51006387813,CHICKEN SALAD & SASHIMI GOZEN,26,1024,444,1054,REVIEW
X51006387813,CHICKEN KATSU CURRY WAZEN,32,1096,385,1126,REVIEW
X51006387813,SABA TERIYAKI WAZEN,31,1164,299,1192,REVIEW
X51006387813,1 X,230,994,273,1019,REVIEW
X51006387813,1 X,231,1059,272,1087,REVIEW
X51006387813,1 X,231,1131,271,1156,REVIEW
X51006387813,1 X,230,1200,271,1225,REVIEW
X51006387813,25.90,341,992,415,1018,REVIEW
X51006387813,25.90,340,1059,413,1088,REVIEW
X51006387813,19.90,344,1130,413,1156,REVIEW
X51006387813,25.90,341,1197,411,1226,REVIEW
X51006387813,25.90,465,991,539,1021,REVIEW
X51006387813,25.90,466,1059,540,1086,REVIEW
X51006387813,19.90,470,1128,539,1157,REVIEW
X51006387813,25.90,466,1199,539,1226,REVIEW
X51006387813,SR,567,992,596,1020,REVIEW
X51006387813,SR,567,1060,597,1088,REVIEW
X51006387813,SR,565,1129,596,1159,REVIEW
X51006387813,SR,567,1197,596,1226,REVIEW
X51006387813,TOTAL (EXCLUDING GST):,31,1263,341,1297,REVIEW
X51006387813,SERV. CHARGE (10%):,29,1300,298,1330,REVIEW
X51006387813,GST PAYABLE:,29,1332,200,1364,REVIEW
X51006387813,TOTAL (INCLUSIVE OF GST):,33,1369,385,1399,REVIEW
X51006387813,97.60,522,1262,598,1294,REVIEW
X51006387813,9.76,536,1298,597,1329,REVIEW
X51006387813,6.44,536,1334,595,1362,REVIEW
X51006387813,113.80,511,1370,595,1398,REVIEW
X51006387813,TOTAL:,31,1439,192,1492,REVIEW
X51006387813,113.80,429,1440,594,1489,REVIEW
X51006387813,CLOSED: 1528,30,1526,201,1554,REVIEW
X51006387813,23-04-2017,297,1525,440,1555,PHONE
X51006387813,21:42:00,480,1529,596,1557,REVIEW
X51006387813,SERVER: PETER,30,1560,216,1592,REVIEW
X51006387813,VISA,32,1665,88,1692,REVIEW
X51006387813,113.80,511,1667,592,1693,REVIEW
